ID,business_type,campaign_goal,budget_level,campaign_duration,area_type,active_hours,ad_style,interaction_goal,offer_type,business_stage,best_place
8563,education_center,footfall,medium,long_2months,main_street,evening,static_image,store_visit,product,new,streets
8564,restaurant,awareness,low,short_week,main_street,morning,short_video,website_visit,service,new,streets
8565,supermarket,sales,medium,long_2months,inside_mall,noon,static_image,store_visit,product,established,malls
8566,restaurant,sales,medium,mid_month,main_street,morning,coupon_offer,purchase,experience,established,malls
8567,fashion_store,sales,medium,short_week,inside_mall,evening,static_image,social_follow,product,established,malls
8568,restaurant,sales,high,short_week,near_entertainment,evening,short_video,purchase,product,established,entertainment_restaurants
8569,restaurant,sales,low,short_week,main_street,noon,short_video,purchase,product,new,entertainment_restaurants
8570,electronics,awareness,medium,short_week,inside_mall,morning,coupon_offer,store_visit,experience,established,malls
8571,beauty_salon,sales,medium,mid_month,inside_mall,noon,short_video,website_visit,product,established,malls
8572,restaurant,awareness,medium,short_week,inside_mall,morning,coupon_offer,social_follow,experience,established,streets
8573,restaurant,footfall,low,short_week,near_entertainment,evening,coupon_offer,store_visit,product,famous,malls
8574,supermarket,sales,medium,long_2months,inside_mall,evening,coupon_offer,purchase,product,new,malls
8575,restaurant,sales,low,short_week,main_street,morning,coupon_offer,store_visit,product,established,malls
8576,cafe,sales,medium,short_week,main_street,noon,static_image,store_visit,service,new,streets
8577,restaurant,sales,medium,short_week,main_street,noon,short_video,store_visit,service,famous,malls
8578,gaming_arcade,awareness,medium,mid_month,inside_mall,evening,static_image,purchase,service,established,entertainment_restaurants
8579,supermarket,awareness,medium,long_2months,main_street,noon,static_image,social_follow,experience,established,streets
8580,gym,sales,high,mid_month,near_entertainment,morning,short_video,purchase,service,established,entertainment_restaurants
8581,cafe,footfall,low,short_week,main_street,evening,static_image,purchase,product,new,streets
8582,restaurant,footfall,low,mid_month,main_street,morning,static_image,store_visit,product,established,streets
8583,cafe,awareness,low,short_week,main_street,evening,coupon_offer,purchase,product,established,entertainment_restaurants
8584,clinic,sales,low,short_week,inside_mall,evening,coupon_offer,store_visit,product,famous,malls
8585,supermarket,footfall,medium,mid_month,inside_mall,evening,short_video,purchase,product,established,malls
8586,gym,awareness,low,short_week,inside_mall,noon,short_video,purchase,service,famous,malls
8587,fashion_store,awareness,high,mid_month,inside_mall,evening,short_video,purchase,service,new,malls
8588,electronics,footfall,medium,short_week,near_entertainment,noon,short_video,store_visit,service,established,entertainment_restaurants
8589,supermarket,sales,low,long_2months,main_street,noon,short_video,store_visit,service,famous,malls
8590,fashion_store,product_launch,low,mid_month,main_street,noon,short_video,purchase,product,established,malls
8591,electronics,footfall,medium,mid_month,main_street,noon,static_image,store_visit,product,established,streets
8592,restaurant,sales,medium,long_2months,near_entertainment,evening,coupon_offer,purchase,service,established,malls
8593,clinic,footfall,high,long_2months,near_entertainment,morning,short_video,store_visit,product,new,entertainment_restaurants
8594,cafe,sales,medium,short_week,inside_mall,evening,static_image,purchase,experience,new,entertainment_restaurants
8595,supermarket,sales,medium,long_2months,near_entertainment,evening,static_image,store_visit,product,established,streets
8596,fashion_store,awareness,high,mid_month,inside_mall,evening,short_video,purchase,service,established,malls
8597,beauty_salon,sales,high,short_week,main_street,noon,coupon_offer,store_visit,service,famous,malls
8598,restaurant,sales,medium,mid_month,near_entertainment,noon,coupon_offer,website_visit,product,established,malls
8599,cafe,awareness,low,mid_month,inside_mall,evening,coupon_offer,store_visit,product,established,entertainment_restaurants
8600,restaurant,footfall,medium,mid_month,main_street,noon,static_image,store_visit,service,established,streets
8601,restaurant,sales,low,short_week,main_street,morning,short_video,purchase,product,established,malls
8602,electronics,product_launch,medium,long_2months,main_street,noon,short_video,purchase,product,established,malls
8603,restaurant,awareness,low,short_week,main_street,noon,static_image,purchase,product,established,streets
8604,clinic,sales,medium,mid_month,near_entertainment,morning,coupon_offer,store_visit,experience,established,malls
8605,restaurant,awareness,high,short_week,near_entertainment,noon,short_video,purchase,product,established,entertainment_restaurants
8606,cafe,sales,medium,mid_month,inside_mall,noon,short_video,purchase,product,established,entertainment_restaurants
8607,cafe,product_launch,medium,mid_month,main_street,evening,coupon_offer,store_visit,product,new,entertainment_restaurants
8608,beauty_salon,product_launch,medium,mid_month,main_street,evening,short_video,store_visit,product,established,malls
8609,electronics,footfall,low,mid_month,near_entertainment,morning,coupon_offer,website_visit,service,established,entertainment_restaurants
8610,fashion_store,sales,low,mid_month,main_street,morning,coupon_offer,purchase,product,established,malls
8611,restaurant,sales,low,short_week,inside_mall,noon,short_video,store_visit,product,established,entertainment_restaurants
8612,fashion_store,footfall,medium,short_week,inside_mall,morning,short_video,purchase,product,established,malls
8613,clinic,footfall,medium,long_2months,inside_mall,morning,static_image,store_visit,product,established,malls
8614,clinic,product_launch,low,long_2months,inside_mall,noon,coupon_offer,store_visit,product,famous,malls
8615,fashion_store,sales,low,short_week,main_street,evening,short_video,social_follow,service,established,malls
8616,restaurant,sales,medium,short_week,inside_mall,evening,short_video,purchase,experience,famous,malls
8617,restaurant,awareness,low,short_week,near_entertainment,evening,static_image,purchase,product,established,entertainment_restaurants
8618,education_center,footfall,low,short_week,near_entertainment,evening,short_video,store_visit,service,famous,malls
8619,education_center,footfall,medium,short_week,inside_mall,noon,short_video,store_visit,service,established,entertainment_restaurants
8620,restaurant,awareness,medium,mid_month,near_entertainment,noon,short_video,store_visit,service,established,entertainment_restaurants
8621,beauty_salon,sales,high,mid_month,near_entertainment,noon,short_video,purchase,product,established,entertainment_restaurants
8622,fashion_store,sales,high,mid_month,main_street,morning,static_image,store_visit,product,established,streets
8623,cafe,awareness,medium,short_week,near_entertainment,evening,short_video,website_visit,product,new,entertainment_restaurants
8624,beauty_salon,footfall,medium,mid_month,inside_mall,morning,coupon_offer,purchase,product,famous,malls
8625,restaurant,sales,high,mid_month,inside_mall,morning,short_video,store_visit,service,established,streets
8626,cafe,awareness,medium,mid_month,inside_mall,evening,static_image,website_visit,service,established,entertainment_restaurants
8627,cafe,awareness,medium,mid_month,main_street,evening,static_image,website_visit,product,new,streets
8628,clinic,sales,high,mid_month,main_street,morning,short_video,website_visit,service,established,malls
8629,restaurant,footfall,high,mid_month,inside_mall,morning,static_image,purchase,experience,new,entertainment_restaurants
8630,fashion_store,footfall,medium,long_2months,near_entertainment,noon,static_image,store_visit,service,new,malls
8631,fashion_store,footfall,low,mid_month,inside_mall,morning,static_image,purchase,service,established,malls
8632,clinic,awareness,low,long_2months,near_entertainment,noon,static_image,store_visit,product,new,streets
8633,clinic,sales,medium,mid_month,near_entertainment,evening,short_video,store_visit,product,established,entertainment_restaurants
8634,education_center,footfall,high,mid_month,main_street,evening,coupon_offer,purchase,product,new,entertainment_restaurants
8635,cafe,footfall,medium,short_week,main_street,evening,coupon_offer,website_visit,service,famous,streets
8636,education_center,awareness,low,mid_month,main_street,noon,short_video,social_follow,experience,established,streets
8637,clinic,footfall,low,mid_month,main_street,evening,static_image,store_visit,product,new,streets
8638,clinic,sales,medium,short_week,inside_mall,evening,static_image,social_follow,product,famous,streets
8639,fashion_store,awareness,low,mid_month,inside_mall,noon,static_image,store_visit,service,new,malls
8640,electronics,footfall,low,mid_month,main_street,evening,static_image,purchase,product,established,streets
8641,gaming_arcade,sales,low,short_week,near_entertainment,evening,coupon_offer,website_visit,product,new,malls
8642,restaurant,awareness,low,short_week,main_street,noon,short_video,store_visit,service,established,streets
8643,cafe,sales,high,mid_month,inside_mall,evening,coupon_offer,website_visit,product,established,malls
8644,fashion_store,awareness,medium,mid_month,inside_mall,evening,coupon_offer,store_visit,service,famous,malls
8645,cafe,sales,low,short_week,main_street,evening,short_video,store_visit,product,established,entertainment_restaurants
8646,fashion_store,footfall,high,mid_month,near_entertainment,morning,coupon_offer,website_visit,product,established,entertainment_restaurants
8647,clinic,footfall,medium,mid_month,near_entertainment,evening,static_image,website_visit,product,famous,entertainment_restaurants
8648,electronics,footfall,medium,mid_month,inside_mall,morning,short_video,website_visit,product,new,malls
8649,clinic,product_launch,high,mid_month,inside_mall,noon,coupon_offer,store_visit,experience,new,malls
8650,education_center,awareness,low,long_2months,inside_mall,morning,coupon_offer,store_visit,service,new,streets
